Cluster,Rank,COG,Description,log2_fold_enrichment,Prevalence_in_cluster,Prevalence_in_other_clusters,Mean_per_1000_genes_in_cluster,Mean_per_1000_genes_in_other_clusters
5,30,COG4758,membrane,3.573966005730342,0.893617021276596,0.13975155279503124,0.92016555521318,0.07635114004876359
5,31,COG3763,UPF0154 protein,3.573121431412995,0.8510638297872343,0.0760869565217392,0.5002900024755141,0.0411184435947604
5,32,COG4698,Uncharacterized protein conserved in bacteria (DUF2140),3.5315128795752546,0.4255319148936168,0.041925465838509327,0.2697768761487725,0.022416407477781074
5,33,COG2503,"5'-nucleotidase, lipoprotein e(P4)",3.525800466070039,0.5744680851063828,0.049689440993788844,0.3433057831709699,0.02889321449947713
5,34,COG5503,Belongs to the UPF0356 family,3.509593431854126,0.893617021276596,0.08229813664596282,0.5362141297081887,0.04616876780905571
5,35,COG5444,LXG domain of WXG superfamily,3.4883549185261526,0.23404255319148937,0.020186335403726705,0.24018599324577639,0.020490801695605493
5,36,COG4586,ABC transporter,3.467909794144393,0.6170212765957446,0.041925465838509327,0.3907614404842041,0.03440599613340331
5,37,COG4473,ABC transporter,3.450876848852008,0.9787234042553196,0.09316770186335414,0.6305660510051982,0.056756562072756075
5,38,COG4471,Uncharacterized protein conserved in bacteria (DUF2129),3.44698143184162,0.8723404255319152,0.08229813664596282,0.5217992776105448,0.04693913277560184
5,39,COG4377,Putative membrane peptidase family (DUF2324),3.443301533673938,0.404255319148936,0.037267080745341616,0.25165207661087824,0.022226609930095825
5,40,COG4858,Protein of unknown function (DUF1129),3.4222327704401057,0.9574468085106387,0.09316770186335414,0.7556691040966768,0.06958481575141869
5,41,COG4479,Belongs to the UPF0346 family,3.4140913346481807,0.8085106382978725,0.08074534161490692,0.49470971984852624,0.04550327454225364
5,42,COG5610,Hydrolase,3.410102689525228,0.10638297872340426,0.013975155279503102,0.08983616421390649,0.007545069294893619
5,43,COG4098,COG4098 Superfamily II DNA RNA helicase required for DNA uptake (late competence protein),3.4019181535507896,0.9361702127659578,0.09006211180124234,0.5935150505607321,0.05524493853946026
5,44,COG4477,modulates the frequency and position of FtsZ ring formation. Inhibits FtsZ ring formation at polar sites. Interacts either with FtsZ or with one of its binding partners to promote depolymerization,3.3899299674177104,0.9574468085106387,0.09006211180124234,0.6096144373660598,0.05725007181766098
5,45,COG3694,ABC-2 family transporter protein,3.3512367280617137,0.5957446808510637,0.04347826086956523,0.39352351787352724,0.03765895579457159
5,46,COG4750,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,3.3200381224336164,0.4255319148936168,0.03881987577639752,0.2578254898983307,0.024916478100822082
5,47,COG4835,Protein of unknown function (DUF1149),3.3154467421546157,0.6595744680851063,0.05590062111801246,0.40080140572852224,0.039361057197465854
5,48,COG3684,Belongs to the aldolase LacD family,3.3101601948989012,0.723404255319149,0.08850931677018643,0.614376446764253,0.06104165304680076
5,49,COG4465,DNA-binding protein that represses the expression of many genes that are induced as cells make the transition from rapid exponential growth to stationary phase. It is a GTP-binding protein that senses the intracellular GTP concentration as an indicator of nutritional limitations. At low GTP concentration it no longer binds GTP and stop to act as a transcriptional repressor,3.3033546685741006,0.7659574468085107,0.08695652173913053,0.4871778761089157,0.048450336591564266
5,50,COG4469,Competence protein,3.298957357554596,0.893617021276596,0.09937888198757776,0.5814057360402013,0.05817530766509293
6,1,COG5389,Protein of unknown function (DUF721),7.420279205984375,0.4000000000000001,0.004716981132075472,0.40804004809381583,0.0013880268943400045
6,2,COG3847,Flp Fap pilin component,7.365866644053042,0.7272727272727274,0.006289308176100629,0.740395136334588,0.003494722963508895
6,3,COG2359,Stage V sporulation protein S (SpoVS),7.205958433744848,0.6000000000000001,0.007861635220125786,0.5948968535419056,0.0030360957087690855
6,4,COG3881,protein conserved in bacteria,7.178617942048581,0.7090909090909092,0.006289308176100629,0.8057016283783913,0.00456844078382422
6,5,COG1933,Double zinc ribbon,6.642622525305557,0.690909090909091,0.0110062893081761,0.7108833725651741,0.006124923722464102
6,6,COG2939,Serine carboxypeptidase,6.184746810940871,0.5636363636363637,0.015723270440251572,0.679721822160921,0.008357834658955062
6,7,COG1430,"Uncharacterized ACR, COG1430",5.758631202760621,0.6727272727272728,0.0220125786163522,0.6897180729022184,0.01175792643658147
6,8,COG3947,"Transcriptional regulatory protein, C terminal",5.64233691225026,0.6000000000000001,0.02672955974842767,0.8168774295612721,0.015374783519777347
6,9,COG5265,ATP-binding cassette subfamily B,5.11845441443584,0.20000000000000004,0.012578616352201257,0.16183103001871998,0.003687365939414371
6,10,COG2317,"Broad specificity carboxypetidase that releases amino acids sequentially from the C-terminus, including neutral, aromatic, polar and basic residues",5.068696313787617,0.7454545454545456,0.0550314465408805,0.8487383219336376,0.024319526248133147
6,11,COG3116,cell division,4.579958504474646,0.6000000000000001,0.06918238993710692,0.6246724598068324,0.025160265681687357
6,12,COG3883,PFAM NLP P60 protein,4.478663121048585,0.7272727272727274,0.08176100628930817,1.1910207429521544,0.052465283367289665
6,13,COG1313,pyruvate formate lyase activating,4.249448016877178,0.8000000000000002,0.07547169811320754,0.9204132506393,0.04744435024604943
6,14,COG1990,Peptidyl-tRNA hydrolase PTH2,4.201167171625563,0.5818181818181819,0.0660377358490566,0.6129619547839293,0.03237829315826772
6,15,COG1623,"Has also diadenylate cyclase activity, catalyzing the condensation of 2 ATP molecules into cyclic di-AMP (c-di-AMP). c- di-AMP acts as a signaling molecule that couples DNA integrity with progression of sporulation. The rise in c-di-AMP level generated by DisA while scanning the chromosome, operates as a positive signal that advances sporulation",3.9743208590681696,0.7272727272727274,0.09119496855345911,0.8927829773661976,0.05586463921204294
6,16,COG1910,TIGRFAM DNA binding domain,3.94988824900462,0.1272727272727273,0.015723270440251572,0.1290408859603577,0.007414824779886677
6,17,COG2316,"PFAM metal-dependent phosphohydrolase, HD sub domain",3.710517751484218,0.5272727272727273,0.0660377358490566,0.6079455949987452,0.04551589168539433
6,18,COG3597,protein domain associated with,3.569861731646394,0.3818181818181819,0.04874213836477987,0.3287826113654106,0.02677104940232759
6,19,COG3443,ZinT (YodA) periplasmic lipocalin-like zinc-recruitment,3.566863110285084,0.690909090909091,0.11792452830188678,0.8720885997032335,0.07267591376035996
6,20,COG1243,Radical SAM,3.516408615046887,0.781818181818182,0.11320754716981131,0.9819915638471765,0.08490240453408784
6,21,COG1259,Conserved protein,3.4544728086597343,0.5818181818181819,0.1289308176100629,0.6559327119263233,0.05892678148385231
6,22,COG1666,Belongs to the UPF0234 family,3.3887038335189406,0.6181818181818183,0.12264150943396225,0.6417456599015114,0.06036738995111823
6,23,COG3414,"PTS system, Lactose/Cellobiose specific IIB subunit",3.3863975488065656,0.8181818181818183,0.2610062893081761,2.7563361303005163,0.262683207033324
6,24,COG3745,Flp pilus assembly protein CpaB,3.3372895838839645,0.781818181818182,0.14937106918238993,0.8713435843683415,0.08531043440469105
6,25,COG5617,"Psort location CytoplasmicMembrane, score",3.3267735451412634,0.6363636363636365,0.14779874213836477,1.3594218598132934,0.1345860397477857
6,26,COG3503,Membrane,3.2393444583250464,0.5454545454545455,0.09433962264150943,0.5583996157246215,0.05823553502883313
6,27,COG1445,protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity,3.1786114778098855,0.4000000000000001,0.07547169811320754,0.46831567612043723,0.0508331570250947
6,28,COG4237,Hydrogenase 4 membrane,3.1607498829358622,0.1272727272727273,0.023584905660377357,0.10142255859901712,0.01045289019985901
6,29,COG4870,Belongs to the peptidase C1 family,3.15090016748939,0.490909090909091,0.110062893081761,0.6831788756541108,0.07602898890021713
6,30,COG3959,Transketolase,3.12039634562361,0.9636363636363638,0.21383647798742136,1.4027440205198374,0.16041913693820367
6,31,COG3958,Transketolase,3.088600673448247,0.9454545454545457,0.21383647798742136,1.3502351657459133,0.15784351608661082
6,32,COG4416,COG NOG18757 non supervised orthologous group,3.083782116557864,0.6727272727272728,0.139937106918239,0.7533332534951261,0.08797179163504878
6,33,COG2386,CcmB protein,3.0717103747142254,0.16363636363636366,0.05345911949685534,0.15132552419892117,0.01711739364545028
6,34,COG3623,hexulose-6-phosphate isomerase,3.0481195722066374,0.490909090909091,0.12578616352201258,0.6155331554668418,0.07353856286622941
6,35,COG2222,"sugar isomerase, AgaS family",3.0156296213551057,0.6181818181818183,0.19496855345911948,0.9660249489084327,0.11857563807993664
6,36,COG2332,Heme chaperone required for the biogenesis of c-type cytochromes. Transiently binds heme delivered by CcmC and transfers the heme to apo-cytochromes in a process facilitated by CcmF and CcmH,3.012488118311855,0.14545454545454548,0.051886792452830184,0.13652070064367072,0.01604193055104183
6,37,COG4573,Tagatose 6 phosphate kinase,2.978996898292261,0.14545454545454548,0.03930817610062893,0.11993684661011607,0.01433879407206129
6,38,COG1366,STAS domain,2.9769672888614913,0.781818181818182,0.2421383647798742,1.3528636695039296,0.17095645536678886
6,39,COG2214,Heat shock protein DnaJ domain protein,2.9715957043842405,0.21818181818181823,0.04874213836477987,0.20026868625524769,0.024658825299274035
6,40,COG3037,PTS system,2.935814786094778,0.7636363636363638,0.22641509433962262,1.607683340520938,0.20923366042489847
