Cluster,Rank,COG,Description,log2_fold_enrichment,Prevalence_in_cluster,Prevalence_in_other_clusters,Mean_per_1000_genes_in_cluster,Mean_per_1000_genes_in_other_clusters
3,4,COG3489,"Psort location CytoplasmicMembrane, score",6.767885205493765,0.42049469964664493,0.004537855266300454,0.22461524614500078,0.0010702938406938322
3,5,COG3488,"Di-haem oxidoreductase, putative peroxidase",6.5682509717956,0.4746760895170811,0.0059708621925005975,0.2680527038192783,0.0018352855156023023
3,6,COG4360,Domain of unknown function (DUF4922),6.475668356299134,0.1990577149587753,0.0,0.08799598562786703,0.0
3,7,COG3712,Domain of unknown function (DUF4974),6.229311601421752,0.580683156654891,0.03463100071650347,2.1165118461854115,0.02722384668064425
3,8,COG4206,"Psort location OuterMembrane, score",5.910480895635055,0.9293286219081326,0.11416288512061228,4.563537934390522,0.0748865453181161
3,9,COG4520,"Psort location CytoplasmicMembrane, score 9.46",5.873205737335352,0.30153121319199155,0.005015524241700502,0.14308842513750342,0.0014582044299012156
3,10,COG4085,"PFAM nucleic acid binding, OB-fold, tRNA",5.841430479232563,0.5512367491166105,0.01504657272510153,0.5035441378818077,0.00779940633448449
3,11,COG3427,Polyketide cyclase,5.8376938099438735,0.8138987043580729,0.013852400286601407,0.42813088291032503,0.006503585368392881
3,12,COG4299,Domain of unknown function (DUF5009),5.823838260626745,0.4664310954063626,0.010031048483401011,0.3837193535277305,0.0057919429284055066
3,13,COG1747,Gliding motility protein,5.822036183707173,0.23910482921083684,0.0014330069262001434,0.13347329729075344,0.001376996415355163
3,14,COG4735,Psort location,5.726578371347004,0.5005889281507679,0.019823262479101995,0.5176994929526463,0.008795891386250303
3,15,COG3176,Acetyltransferase (GNAT) domain,5.532020312974392,0.7962308598351046,0.01504657272510153,0.4126706233364113,0.00794026989767895
3,16,COG2335,Beta-Ig-H3 fasciclin,5.37472026250848,0.17903415783274454,0.020539765942202064,0.35046489230989686,0.007470907369497924
3,17,COG3746,phosphate-selective porin O and P,5.239428827956185,0.8021201413427607,0.025316455696202524,0.7827157616081333,0.019745950806986677
3,18,COG1864,DNA/RNA non-specific endonuclease,5.210892165187087,0.8221436984687914,0.0358251731550036,0.7411580571722964,0.01903833167575839
3,19,COG5571,"Psort location OuterMembrane, score",5.167478413675489,0.4617196702002377,0.02268927633150227,0.2333769507268093,0.005521520972651742
3,20,COG1629,"TonB-linked outer membrane protein, SusC RagA family",5.160880681451464,0.9151943462897579,0.20611416288511775,13.694613818555174,0.38182616458188096
3,21,COG3172,AAA domain,5.1235799392351575,0.7997644287396982,0.024361117745402432,0.43208715582386964,0.011422930542203164
3,22,COG1635,FAD dependent oxidoreductase,5.121058631942513,0.21672555948174363,0.005254358729400526,0.1271287745272189,0.0026817510100739686
3,23,COG5368,protein conserved in bacteria,5.056033866237166,0.14252061248527667,0.0040601862909004065,0.08408276298769946,0.001557547638832414
3,24,COG3292,Histidine kinase,5.036989007150906,0.6902237926972946,0.034869835204203496,0.6649699735891376,0.019284759813766747
3,25,COG3137,COG NOG19097 non supervised orthologous group,5.005192529164591,0.5512367491166105,0.034869835204203496,0.33716727935091056,0.009529760618776357
3,26,COG3637,"Has lipid A 3-O-deacylase activity. Hydrolyzes the ester bond at the 3 position of lipid A, a bioactive component of lipopolysaccharide (LPS), thereby releasing the primary fatty acyl moiety",4.9836925549961855,0.9257950530035389,0.11679006448531257,3.6544152252438566,0.1145302646426917
3,27,COG1726,"NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol",4.974530119997243,0.7714958775029489,0.033675662765703364,0.41262865170644547,0.01215612023498604
3,28,COG1730,unfolded protein binding,4.803839004824792,0.282685512367492,0.006448531167900645,0.15451384490583178,0.004567617922082104
3,29,COG2067,"Outer membrane protein transport protein, Ompp1 FadL TodX",4.800206295716902,0.9411071849234448,0.1089085263912117,2.076148734279762,0.07355238043950935
3,30,COG1596,Polysaccharide biosynthesis/export protein,4.643627433328828,0.9093050647821018,0.06782899450680714,0.8921772242217564,0.03473275437260757
